contract_no,item_no,description_ar,description,discipline,unit,unit_price,contractual_qty,item_total,progress_model,progress_model_source_ar,item_code,discipline_code,item_kind,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,295,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type ES-1,,كهرباء,عدد,360.0,430.0,154800.0,percentage,نسبة مئوية,CMH_01-EE-295,EE,مقاولات,بنود العقد,297,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,296,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type E2,,كهرباء,عدد,504.0,248.0,124992.0,percentage,نسبة مئوية,CMH_01-EE-296,EE,مقاولات,بنود العقد,298,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,297,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type E3,,كهرباء,عدد,420.0,260.0,109200.0,percentage,نسبة مئوية,CMH_01-EE-297,EE,مقاولات,بنود العقد,299,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,298,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type P1,,كهرباء,عدد,420.0,75.0,31500.0,percentage,نسبة مئوية,CMH_01-EE-298,EE,مقاولات,بنود العقد,300,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,299,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type T1,,كهرباء,عدد,744.0,1146.0,852624.0,percentage,نسبة مئوية,CMH_01-EE-299,EE,مقاولات,بنود العقد,301,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,300,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type CH-1,,كهرباء,عدد,14400.0,4.0,57600.0,percentage,نسبة مئوية,CMH_01-EE-300,EE,مقاولات,بنود العقد,302,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,301,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type CH-2,,كهرباء,عدد,4200.0,6.0,25200.0,percentage,نسبة مئوية,CMH_01-EE-301,EE,مقاولات,بنود العقد,303,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,302,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type CH-3,,كهرباء,عدد,18000.0,3.0,54000.0,percentage,نسبة مئوية,CMH_01-EE-302,EE,مقاولات,بنود العقد,304,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,303,توريد وتركيب وتوصيل واختبار مفاتيح التحكم بالإنارة / أزرار كبس 10 أمبير، 230 فولت، وتشمل كل المواسير معزولة ب  PVC وأسلاك نحاس  0.4 مم2 حتى وحدات الانارة حسب الموضح على المخططات وحسب المواصفات على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . مفتاح أحادي ، أحادي الكباّس، 10 أمبير,,كهرباء,عدد,216.0,226.0,48816.0,percentage,نسبة مئوية,CMH_01-EE-303,EE,مقاولات,بنود العقد,305,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,304,توريد وتركيب وتوصيل واختبار مفاتيح التحكم بالإنارة / أزرار كبس 10 أمبير، 230 فولت، وتشمل كل المواسير معزولة ب  PVC وأسلاك نحاس  0.4 مم2 حتى وحدات الانارة حسب الموضح على المخططات وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .مفتاح أحادي ، ثنائي الكباّس، 10 أمبير,,كهرباء,عدد,216.0,490.0,105840.0,percentage,نسبة مئوية,CMH_01-EE-304,EE,مقاولات,بنود العقد,306,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,305,توريد وتركيب وتوصيل واختبار مفاتيح التحكم بالإنارة / أزرار كبس 10 أمبير، 230 فولت، وتشمل كل المواسير معزولة ب  PVC وأسلاك نحاس  0.4 مم2 حتى وحدات الانارة حسب الموضح على المخططات وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .مفتاح ثلاثي ، ثلاثي الكباّس، 10 أمبير,,كهرباء,عدد,120.0,108.0,12960.0,percentage,نسبة مئوية,CMH_01-EE-305,EE,مقاولات,بنود العقد,307,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,306,توريد وتركيب وتوصيل واختبار مفاتيح التحكم بالإنارة / أزرار كبس 10 أمبير، 230 فولت، وتشمل كل المواسير معزولة ب  PVC وأسلاك نحاس  0.4 مم2 حتى وحدات الانارة حسب الموضح على المخططات وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .مفتاح ثنائي ، ثنائي الكباّس، 10 أمبير,,كهرباء,عدد,216.0,66.0,14256.0,percentage,نسبة مئوية,CMH_01-EE-306,EE,مقاولات,بنود العقد,308,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,307," توريد وتركيب وتوصيل وتجريب مفاتيح ذات أضواء دليلية وتشمل الماسورة والأسلاك حسب المبيّن على.المخططات و ذلك لسخانات المياه  وحسب المواصفات 20 Amp., 230 V, 1PH",,كهرباء,عدد,300.0,77.0,23100.0,percentage,نسبة مئوية,CMH_01-EE-307,EE,مقاولات,بنود العقد,309,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,308,توريد وتركيب و فحص وتسليم نظام انذار حريق معنون  يتضمن لوحة إنذار رئيسية مرتبطة بحاسب مع طابعة  مزود  ببرنامج مصنع خصيصاً لهذا النوع من الأنظمة  قادر على التوافق مع نظام المراقبة التلفزيونية  و التحكم بالدخول و المراقبة . و ذلك باستخدام كوابل مخصصة لأنظمة إنذار الحريق ذات غلاف خارجي من نوع LSOH و يجب أن لا يقل الناقل عن Cx1.5mm2   و يتم التركيب ضمن مواسير من النوع EMT    و تشمل اعمال المدنية إن لزم ذلك  وكل ما يلزم لإتمام العمل على اكمل وجه. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . على المقاول عمل ربط  انذار الحريق مع نظام ادارة المبنى BMS,,كهرباء,عدد,28800.0,1.0,28800.0,percentage,نسبة مئوية,CMH_01-EE-308,EE,مقاولات,بنود العقد,310,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,309, كاشف انذار دخان من النوع المعنون طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,276.0,715.0,197340.0,percentage,نسبة مئوية,CMH_01-EE-309,EE,مقاولات,بنود العقد,311,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,310,كاشف إنذار حراري من النوع المعنون طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,300.0,13.0,3900.0,percentage,نسبة مئوية,CMH_01-EE-310,EE,مقاولات,بنود العقد,312,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,311, وحدة إنذار حريق يدوية من النوع المعنون طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,384.0,54.0,20736.0,percentage,نسبة مئوية,CMH_01-EE-311,EE,مقاولات,بنود العقد,313,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,312,وحدة عزل )fault isolator( من النوع المعنون طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,108.0,46.0,4968.0,percentage,نسبة مئوية,CMH_01-EE-312,EE,مقاولات,بنود العقد,314,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,313,وحدة تحكم  )Control module( من النوع المعنون طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,420.0,69.0,28980.0,percentage,نسبة مئوية,CMH_01-EE-313,EE,مقاولات,بنود العقد,315,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,314,وحدة جرس إنذار حريق داخلى طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,576.0,24.0,13824.0,percentage,نسبة مئوية,CMH_01-EE-314,EE,مقاولات,بنود العقد,316,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,315,وحدة هاتف رجل الاطفاء حريق داخلى )fireman telephone Jack ( طبقا للمخططات  ومواصفات المشروع,,كهرباء,عدد,960.0,24.0,23040.0,percentage,نسبة مئوية,CMH_01-EE-315,EE,مقاولات,بنود العقد,317,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,316,وحدات لاسلكية لتوفير خدمة شبكة المعلومات )Wireless Access Points(,,كهرباء,عدد,1080.0,181.0,195480.0,percentage,نسبة مئوية,CMH_01-EE-316,EE,مقاولات,بنود العقد,318,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,317,عن طريق مقاول متخصص ذو خبرة كبيرة في هذا المجال ويقدم للاعتماد من إدارة الـ IT بالوزارة و يربط النظام مع الانظمة المعنية بالتحكم و الموازنة و يشمل البند جميع الوصلات و الكابلات و غيرها من المتطلبات الخاصة بنهو النظام كاملا توريد وتركيب واختبارنقاط كاميرا مراقبة داخلية سقفية و جميع ما يلزم من توصيلات و تركيبات و خلافة  لنهو النظام .,,كهرباء,عدد,2640.0,258.0,681120.0,percentage,نسبة مئوية,CMH_01-EE-317,EE,مقاولات,بنود العقد,319,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,318,توريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP  مع البرامج الخاصة بنظام التحكم بتقنية dual RFID integration ، مع المواسير والكابلات وكل الملحقات لضمان عمل النظام على الوجه الاكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة )3 سنوات( لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :  لوحة التحكم الرئيسية فى الابواب )IASC( ذات دارة خرج  )poE - ( IP,,كهرباء,عدد,2904.0,120.0,348480.0,percentage,نسبة مئوية,CMH_01-EE-318,EE,مقاولات,بنود العقد,320,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,319,"وريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP مع البرامج الخاصة بنظام التحكم بتقنية integration RFID dual ، مع المواسير والكابالت وكل الملحقات لضمان عمل النظام على الوجه االكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT
بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة 3( سنوات)
لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :
وحدة قارىء من النوع التقاربى      ( reader card Proximity )",,كهرباء,عدد,990.0,182.0,180180.0,percentage,نسبة مئوية,CMH_01-EE-319,EE,مقاولات,بنود العقد,321,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,320,"توريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP مع البرامج الخاصة بنظام التحكم بتقنية integration RFID dual ، مع المواسير والكابالت وكل الملحقات لضمان عمل النظام على الوجه االكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT
بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة 3( سنوات)
لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :
بطاقات تعريف ذكية",,كهرباء,عدد,72.0,500.0,36000.0,percentage,نسبة مئوية,CMH_01-EE-320,EE,مقاولات,بنود العقد,322,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,321,"توريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP مع البرامج الخاصة بنظام التحكم بتقنية integration RFID dual ، مع المواسير والكابالت وكل الملحقات لضمان عمل النظام على الوجه االكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT
بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة 3( سنوات)
لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :
وحدة قفل كهربائى       locks( door magnetic )Electro",,كهرباء,عدد,948.0,116.0,109968.0,percentage,نسبة مئوية,CMH_01-EE-321,EE,مقاولات,بنود العقد,323,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,322,"توريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP مع البرامج الخاصة بنظام التحكم بتقنية integration RFID dual ، مع المواسير والكابالت وكل الملحقات لضمان عمل النظام على الوجه االكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT
بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة 3( سنوات)
لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :
وحدة قفل كهربائى لبابين      locks( door magnetic )Electro",,كهرباء,عدد,1380.0,95.0,131100.0,percentage,نسبة مئوية,CMH_01-EE-322,EE,مقاولات,بنود العقد,324,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,323,"توريد وتركيب واختبار نظام التحكم فى الدخول بروتوكول IP مع البرامج الخاصة بنظام التحكم بتقنية integration RFID dual ، مع المواسير والكابالت وكل الملحقات لضمان عمل النظام على الوجه االكمل وحسب المواصفات والمخططات وتعليمات الشركة المصنعة وتعليمات ومواصفات إدارة الـ IT
بالوزارة و كل ما يلزم من مواد وأعمال كهربائية و مدنية مع تقديم ضمان من المصنع لمدة 3( سنوات)
لكافة مكونات النظام وخدمة الصيانة من مراكز المصنع بالمملكة ، ويحتوي النظام علي البنود التالية :
وحدة زر خروج من النوع button( )Push",,كهرباء,عدد,606.0,218.0,132108.0,percentage,نسبة مئوية,CMH_01-EE-323,EE,مقاولات,بنود العقد,325,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,324,"توريد وتركيب وإختبار نظام النداء الصوتي العام يتضمن كافة الكابالت و المواسير و العلب و النهايات مع كامل اكسسوارات التركيب الالزمة وتشغيل تجهيزات الصوت و تركيب المعدات الرئيسية بغرفة التحكم حسب المخططات و المواصفات وتعليمات الشركة المصنعة مشتمال على كل ما يلزم التمام العمل
و ربطه مع نظام الحريق و ادارة المبنى و يتكون من االتي -:
سماعة سقفية 6 وات
",,كهرباء,عدد,420.0,252.0,105840.0,percentage,نسبة مئوية,CMH_01-EE-324,EE,مقاولات,بنود العقد,326,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,325,"انة معدنية مع باب زجاجي مع قفل قياس 19 بوصة شاملة للمراوح وجميع االكسسوارات مع جهاز مكبر صوت و مكرفون لنظام النداء
الصوتي و جهاز التجميع والتحكم بنظام الصوت الرقمي متضمنا 8 مدخل يشمل التوصيالت و التركيبات
الالزمة لنهو العمل - 8 مخرج، مرتبط بنظام االنذار من الحريق ، ثنائي المراقبة ، مرتبط
بنظام التحكم بااللي للمبنى شامال لجميع المعدات و التوصيالت الالزمة.",,كهرباء,عدد,90000.0,1.0,90000.0,percentage,نسبة مئوية,CMH_01-EE-325,EE,مقاولات,بنود العقد,327,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,326,"هيز وتركيب وإختبار لنظام الصوت و الصورة بغرفة اإلجتماعات conferance( )video ويتضمن كافة الكابالت و المواسير و العلب و النهايات مع كامل اكسسوارات التركيب الالزمة شامال و الملحقات
الالزمة ا لتعليمات ومواصفات إدارة الـ IT ، وعلى أن يحتوي لتجهيزات التالية:
تمديدات لكاميرا (FHD) IP سقفية عدد 2
سماعات سففية عدد 4
وحدة نداء (ميكرفون)
محطة عمل",,كهرباء,عدد,14400.0,15.0,216000.0,percentage,نسبة مئوية,CMH_01-EE-326,EE,مقاولات,بنود العقد,328,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,327,"توريد وتركيب وإختبار المخارج اآلتية شاملة الكابالت 6A( )CAT والمواسير وعلب التوصيل وعلب السحب واألغطية و الوصالت cords Patch وخالفه حسب المواصفات ووفقا لما هو موضح بالمخططات مع جميع االكسسوارات لعمل النظام على أكمل وجه ومن أجود األنواع األصلية وحسب تعليمات ومواصفات إدارة الــ IT بالوزارة وكل ما يلزم من المخرج وحتى rack IT
على المقاول المعاينة و فحص الشبكة الحالية و االستفادة من التمديدات الحالية و دمجها مع التركيبات
الجديدة بعد عمل االختبارات الالزمة و بعد الموافقة من مهندس المشرف -:.
مخرج فردي حائطي مزود بعدد واحد مأخذ RJ-45
",,كهرباء,عدد,432.0,206.0,88992.0,percentage,نسبة مئوية,CMH_01-EE-327,EE,مقاولات,بنود العقد,329,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,328,"توريد وتركيب وإختبار المخارج اآلتية شاملة الكابالت 6A( )CAT والمواسير وعلب التوصيل وعلب السحب واألغطية و الوصالت cords Patch وخالفه حسب المواصفات ووفقا لما هو موضح بالمخططات مع جميع االكسسوارات لعمل النظام على أكمل وجه ومن أجود األنواع األصلية وحسب تعليمات ومواصفات إدارة الــ IT بالوزارة وكل ما يلزم من المخرج وحتى rack IT
على المقاول المعاينة و فحص الشبكة الحالية و االستفادة من التمديدات الحالية و دمجها مع التركيبات
الجديدة بعد عمل االختبارات الالزمة و بعد الموافقة من مهندس المشرف -:.
مخرج HDMI مع الكوابل اللازمة",,كهرباء,عدد,540.0,33.0,17820.0,percentage,نسبة مئوية,CMH_01-EE-328,EE,مقاولات,بنود العقد,330,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,329," وتركيب وإختبار المخارج اآلتية شاملة الكابالت 6A( )CAT والمواسير وعلب التوصيل وعلب السحب واألغطية و الوصالت cords Patch وخالفه حسب المواصفات ووفقا لما هو موضح بالمخططات مع جميع االكسسوارات لعمل النظام على أكمل وجه ومن أجود الانواع األصلية وحسب تعليمات ومواصفات إدارة الــ IT بالوزارة وكل ما يلزم من المخرج وحتى rack IT
على المقاول المعاينة و فحص الشبكة الحالية و االستفادة من التمديدات الحالية و دمجها مع التركيبات
الجديدة بعد عمل االختبارات الالزمة و بعد الموافقة من مهندس المشرف -:.
مخرج فردي سقفى مزود بعدد واحد مأخذ RJ-45",,كهرباء,عدد,420.0,1.0,420.0,percentage,نسبة مئوية,CMH_01-EE-329,EE,مقاولات,بنود العقد,331,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,330,"خزانة تجهيزات 42 U مقاس 2000×1000×800 ملم من أجود األنواع العالمية مع جميع االكسسوارات الالزمة من قاطع رئيسي 32( أمبير) وموزعات و مراوح و منظمات مسير الكوابل و كل
ما يلزم التمام العمل وحسب مواصفات وتعليمات إدارة الـ IT بالوزارة.",,كهرباء,عدد,66000.0,12.0,792000.0,percentage,نسبة مئوية,CMH_01-EE-330,EE,مقاولات,بنود العقد,332,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,331,"لوحة توزيع رئيسية لنظام كابالت األلياف الضوئية Panel Patch Optical مزودة بعدد )12( موصل
من النوع Multimode",,كهرباء,عدد,2640.0,12.0,31680.0,percentage,نسبة مئوية,CMH_01-EE-331,EE,مقاولات,بنود العقد,333,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,332,لوحات توزيع كابالت نحاسية Panel Patch a 6 CAT مع الوصالت لعدد 24 مخرج,,كهرباء,عدد,2400.0,55.0,132000.0,percentage,نسبة مئوية,CMH_01-EE-332,EE,مقاولات,بنود العقد,334,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,333,"توريد وتركيب وتوصيل جميع تمديدات كابالت األلياف الضوئية ( الفايبر) من نوع 12core - multimode من الموزعات الفرعية بكبائن األدوارإلى الموزع الرئيسى بغرفة الداتا الرئيسية وذلك حسب المواصفات القياسية والبند يشمل كافة وسائل وإكسسوارات التركيب والتثبيت و على المقاول تقديم
الحسابات لالعتمادها من قبل المهندس المشرف
",,كهرباء,عدد,14400.0,6.0,86400.0,percentage,نسبة مئوية,CMH_01-EE-333,EE,مقاولات,بنود العقد,335,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,334,فك و تقطيع وتنزيل و ترحيل مواسير شبكة الصرف و التغذية القائمة و البند يشمل فك القطع والترحيل خارج الموقع وتسليم جميع مكونات شبكة الصرف و التغذية للجهة مالكة المشروع ,,معماري,م.ط,16.523,0.0,0.0,percentage,نسبة مئوية,CMH_01-A-334,A,مقاولات,بنود العقد,336,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,335, توريد و تركيب خرسانة مسلحة ، لا يقل إجهاد كسرها عن 35 ميجا باسكال لزوم خرسانات  الأسقف ، بأسمنت من النوع (أ)، طبقاً للمخططات . ويشمل السعر القوالب  وحديد التسليح  و الربط مع الكمرات الحالية بالتكسير و المضافات الخرسانية و الخلط والنقل والصب والمعالجة والاختبار حسب المخططات لإنهاء الأعمال حسب اصول الصنع وتوجيهات المهندس المشرف ,,مدني,م³,1600.0,0.0,0.0,percentage,نسبة مئوية,CMH_01-C-335,C,مقاولات,بنود العقد,337,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,336,ازالة واعادة انشاء مبنى غرفة الحراسة   أعمال الإزالة و الحفر والردم ,,مدني,م²,6702.0,0.0,0.0,percentage,نسبة مئوية,CMH_01-C-336,C,مقاولات,بنود العقد,338,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,337,أعمال الهيكل الخرساني و المباني والتشطيبات المعمارية لغرفة الحارس ,,مدني,م²,5173.0,0.0,0.0,percentage,نسبة مئوية,CMH_01-C-337,C,مقاولات,بنود العقد,339,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,338,الأعمال الميكانيكية لغرفة الحارس  ,,ميكانيكا,عدد,6392.0,0.0,0.0,percentage,نسبة مئوية,CMH_01-ME-338,ME,مقاولات,بنود العقد,340,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,339,الأعمال الكهربائية لغرفة الحارس ,,كهرباء,م²,1275.5,0.0,0.0,percentage,نسبة مئوية,CMH_01-EE-339,EE,مقاولات,بنود العقد,341,CMH_01_SMART.xlsx,sheet بنود العقد,high,
